State,District,Latitude,Longitude,ResolvedLocation,CoordinateSource,Year,Rainfall,Temperature,WeatherAggregation,WeatherDataSource
Bihar,Rohtas,24.981550627226348,84.0246058110957,Rohtas,geoBoundaries India ADM2 centroid,2018,1271.1,25.9,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Bihar,Rohtas,24.981550627226348,84.0246058110957,Rohtas,geoBoundaries India ADM2 centroid,2019,1322.9,25.96,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Bihar,Rohtas,24.981550627226348,84.0246058110957,Rohtas,geoBoundaries India ADM2 centroid,2020,1496.3,25.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Bihar,Rohtas,24.981550627226348,84.0246058110957,Rohtas,geoBoundaries India ADM2 centroid,2021,1527.6,25.31,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Bihar,Rohtas,24.981550627226348,84.0246058110957,Rohtas,geoBoundaries India ADM2 centroid,2022,1129.0,25.9,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Bihar,Rohtas,24.981550627226348,84.0246058110957,Rohtas,geoBoundaries India ADM2 centroid,2023,1054.1,26.03,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2013,1016.6,27.49,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2014,769.3,28.02,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2015,978.6,28.2,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2016,1058.1,28.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2017,904.0,28.67,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2018,719.2,28.51,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2019,970.1,28.5,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2020,1595.5,27.81,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2021,1126.3,28.08,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2022,1193.5,27.89,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Andhra Pradesh,Guntur,16.294607741688004,80.09716925860874,Guntur,geoBoundaries India ADM2 centroid,2023,1262.0,28.62,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2013,1411.3,26.51,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2014,1642.1,26.75,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2015,1215.6,27.23,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2016,1339.2,27.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2017,1517.2,27.26,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2018,1597.9,26.73,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2019,1815.7,26.83,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2020,1842.9,26.25,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2021,1231.8,26.58,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2022,1739.9,26.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Bargarh,21.220601346141414,83.35327253003422,Bargarh,geoBoundaries India ADM2 centroid,2023,1552.8,27.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2013,1324.8,25.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2014,1146.4,25.51,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2015,1887.0,25.62,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2016,1390.2,26.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2017,1990.6,25.68,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2018,1584.5,25.25,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2019,1412.1,25.44,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2020,1886.6,25.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2021,1874.6,25.68,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2022,1623.4,25.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Nadia,23.47535291954276,88.5163386637047,Nadia,geoBoundaries India ADM2 centroid,2023,1664.7,26.08,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2013,587.3,24.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2014,402.9,24.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2015,689.7,24.25,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2016,397.4,25.77,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2017,459.7,24.66,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2018,375.9,24.47,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2019,472.8,24.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2020,511.5,23.87,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2021,360.5,24.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2022,575.0,24.52,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Bathinda,30.182541569135864,75.04161353165237,Bathinda,geoBoundaries India ADM2 centroid,2023,507.2,24.02,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2013,1625.3,26.08,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2014,1261.1,26.54,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2015,1234.5,26.75,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2016,1624.8,26.93,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2017,1169.4,26.83,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2018,1370.9,26.19,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2019,1492.7,26.26,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2020,1664.0,25.35,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2021,1451.9,26.12,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2022,1565.0,26.04,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Janjgir-champa,21.894846877485346,82.73208484364048,Janjgir-Champa,geoBoundaries India ADM2 centroid,2023,1597.7,26.34,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2013,831.7,23.03,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2014,759.6,22.9,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2015,1196.1,22.73,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2016,633.2,24.32,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2017,796.1,23.48,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2018,812.5,23.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2019,882.6,22.6,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2020,711.9,22.66,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2021,616.8,23.05,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2022,871.9,23.4,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Jalandhar,31.212063308313816,75.56837041116721,Jalandhar,geoBoundaries India ADM2 centroid,2023,864.7,22.54,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thanjavur,10.668328201255331,79.24425811222847,Thanjavur,geoBoundaries India ADM2 centroid,2013,649.4,28.53,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thanjavur,10.668328201255331,79.24425811222847,Thanjavur,geoBoundaries India ADM2 centroid,2014,1091.0,28.51,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
