State,District,Year,ReportingYear,Season,Crop,Area,Production,ReportedYieldTonnesPerHectare,CropDataSource
Telangana,Bhadradri,2022,2022 - 2023,Whole Year,All Crops,91745.0,320957.0,3.5,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2016,2016 - 2017,Whole Year,All Crops,98851.0,371769.0,3.76,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2017,2017 - 2018,Whole Year,All Crops,92537.0,289827.0,3.13,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2018,2018 - 2019,Whole Year,All Crops,106654.0,430737.0,4.04,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2019,2019 - 2020,Whole Year,All Crops,195037.0,803763.0,4.12,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2020,2020 - 2021,Whole Year,All Crops,234554.0,878952.0,3.75,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2021,2021 - 2022,Whole Year,All Crops,193257.0,703785.0,3.64,"DES Area, Production & Yield Query Report"
Telangana,Jagitial,2022,2022 - 2023,Whole Year,All Crops,243124.0,878525.0,3.61,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2016,2016 - 2017,Whole Year,All Crops,54340.0,192618.0,3.54,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2017,2017 - 2018,Whole Year,All Crops,51361.0,154535.0,3.01,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2018,2018 - 2019,Whole Year,All Crops,41455.0,122852.0,2.96,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2019,2019 - 2020,Whole Year,All Crops,77444.0,263921.0,3.41,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2020,2020 - 2021,Whole Year,All Crops,125093.0,414326.0,3.31,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2021,2021 - 2022,Whole Year,All Crops,134438.0,430136.0,3.2,"DES Area, Production & Yield Query Report"
Telangana,Jangoan,2022,2022 - 2023,Whole Year,All Crops,164366.0,419278.0,2.55,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2016,2016 - 2017,Whole Year,All Crops,87268.0,301662.0,3.46,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2017,2017 - 2018,Whole Year,All Crops,84876.0,235377.0,2.77,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2018,2018 - 2019,Whole Year,All Crops,38412.0,136401.0,3.55,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2019,2019 - 2020,Whole Year,All Crops,59208.0,199838.0,3.38,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2020,2020 - 2021,Whole Year,All Crops,72992.0,233950.0,3.21,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2021,2021 - 2022,Whole Year,All Crops,63081.0,184387.0,2.92,"DES Area, Production & Yield Query Report"
Telangana,Jayashankar,2022,2022 - 2023,Whole Year,All Crops,78505.0,249920.0,3.18,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2016,2016 - 2017,Whole Year,All Crops,22039.0,56412.0,2.56,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2017,2017 - 2018,Whole Year,All Crops,26050.0,61542.0,2.36,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2018,2018 - 2019,Whole Year,All Crops,27404.0,71878.0,2.62,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2019,2019 - 2020,Whole Year,All Crops,45414.0,144349.0,3.18,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2020,2020 - 2021,Whole Year,All Crops,56305.0,166986.0,2.97,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2021,2021 - 2022,Whole Year,All Crops,52824.0,140535.0,2.66,"DES Area, Production & Yield Query Report"
Telangana,Jogulamba,2022,2022 - 2023,Whole Year,All Crops,63949.0,211069.0,3.3,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2016,2016 - 2017,Whole Year,All Crops,79950.0,311934.0,3.9,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2017,2017 - 2018,Whole Year,All Crops,93931.0,315188.0,3.36,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2018,2018 - 2019,Whole Year,All Crops,78114.0,320509.0,4.1,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2019,2019 - 2020,Whole Year,All Crops,159195.0,691237.0,4.34,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2020,2020 - 2021,Whole Year,All Crops,199643.0,760974.0,3.81,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2021,2021 - 2022,Whole Year,All Crops,176072.0,701671.0,3.99,"DES Area, Production & Yield Query Report"
Telangana,Kamareddy,2022,2022 - 2023,Whole Year,All Crops,227016.0,896100.0,3.95,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2013,2013 - 2014,Whole Year,All Crops,417912.0,1500835.0,3.59,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2014,2014 - 2015,Whole Year,All Crops,278433.0,990963.0,3.56,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2015,2015 - 2016,Whole Year,All Crops,170398.0,553962.0,3.25,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2016,2016 - 2017,Whole Year,All Crops,94981.0,387493.0,4.08,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2017,2017 - 2018,Whole Year,All Crops,101888.0,368408.0,3.62,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2018,2018 - 2019,Whole Year,All Crops,103319.0,386471.0,3.74,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2019,2019 - 2020,Whole Year,All Crops,169127.0,618010.0,3.65,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2020,2020 - 2021,Whole Year,All Crops,209420.0,771310.0,3.68,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2021,2021 - 2022,Whole Year,All Crops,196430.0,666618.0,3.39,"DES Area, Production & Yield Query Report"
Telangana,Karimnagar,2022,2022 - 2023,Whole Year,All Crops,220070.0,705789.0,3.21,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2013,2013 - 2014,Whole Year,All Crops,191784.0,575284.0,3.0,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2014,2014 - 2015,Whole Year,All Crops,145708.0,456179.0,3.13,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2015,2015 - 2016,Whole Year,All Crops,121722.0,369342.0,3.03,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2016,2016 - 2017,Whole Year,All Crops,68734.0,260449.0,3.79,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2017,2017 - 2018,Whole Year,All Crops,107336.0,346363.0,3.23,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2018,2018 - 2019,Whole Year,All Crops,114280.0,394874.0,3.46,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2019,2019 - 2020,Whole Year,All Crops,174289.0,654074.0,3.75,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2020,2020 - 2021,Whole Year,All Crops,204583.0,675523.0,3.3,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2021,2021 - 2022,Whole Year,All Crops,156779.0,460767.0,2.94,"DES Area, Production & Yield Query Report"
Telangana,Khammam,2022,2022 - 2023,Whole Year,All Crops,204301.0,710948.0,3.48,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2016,2016 - 2017,Whole Year,All Crops,14816.0,39916.0,2.69,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2017,2017 - 2018,Whole Year,All Crops,9574.0,19229.0,2.01,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2018,2018 - 2019,Whole Year,All Crops,14511.0,31043.0,2.14,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2019,2019 - 2020,Whole Year,All Crops,29227.0,82850.0,2.83,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2020,2020 - 2021,Whole Year,All Crops,28960.0,85370.0,2.95,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2021,2021 - 2022,Whole Year,All Crops,24134.0,60012.0,2.49,"DES Area, Production & Yield Query Report"
Telangana,Komaram bheem asifabad,2022,2022 - 2023,Whole Year,All Crops,31107.0,88043.0,2.83,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2016,2016 - 2017,Whole Year,All Crops,47781.0,159521.0,3.34,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2017,2017 - 2018,Whole Year,All Crops,53002.0,140624.0,2.65,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2018,2018 - 2019,Whole Year,All Crops,53725.0,173208.0,3.22,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2019,2019 - 2020,Whole Year,All Crops,92890.0,312710.0,3.37,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2020,2020 - 2021,Whole Year,All Crops,127819.0,403170.0,3.15,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2021,2021 - 2022,Whole Year,All Crops,122790.0,357141.0,2.91,"DES Area, Production & Yield Query Report"
Telangana,Mahabubabad,2022,2022 - 2023,Whole Year,All Crops,144217.0,460664.0,3.19,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2013,2013 - 2014,Whole Year,All Crops,168630.0,478700.0,2.84,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2014,2014 - 2015,Whole Year,All Crops,160770.0,418097.0,2.6,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2015,2015 - 2016,Whole Year,All Crops,96278.0,215022.0,2.23,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2016,2016 - 2017,Whole Year,All Crops,52329.0,142165.0,2.72,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2017,2017 - 2018,Whole Year,All Crops,59119.0,142899.0,2.42,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2018,2018 - 2019,Whole Year,All Crops,18631.0,46476.0,2.49,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2019,2019 - 2020,Whole Year,All Crops,31081.0,105067.0,3.38,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2020,2020 - 2021,Whole Year,All Crops,95206.0,318234.0,3.34,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2021,2021 - 2022,Whole Year,All Crops,98212.0,334337.0,3.4,"DES Area, Production & Yield Query Report"
Telangana,Mahbubnagar,2022,2022 - 2023,Whole Year,All Crops,135890.0,467054.0,3.44,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2016,2016 - 2017,Whole Year,All Crops,42223.0,139943.0,3.31,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2017,2017 - 2018,Whole Year,All Crops,47334.0,121571.0,2.57,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2018,2018 - 2019,Whole Year,All Crops,60287.0,203485.0,3.38,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2019,2019 - 2020,Whole Year,All Crops,103753.0,338178.0,3.26,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2020,2020 - 2021,Whole Year,All Crops,110936.0,335396.0,3.02,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2021,2021 - 2022,Whole Year,All Crops,91124.0,246070.0,2.7,"DES Area, Production & Yield Query Report"
Telangana,Mancherial,2022,2022 - 2023,Whole Year,All Crops,105604.0,330641.0,3.13,"DES Area, Production & Yield Query Report"
Telangana,Medak,2013,2013 - 2014,Whole Year,All Crops,170970.0,624485.0,3.65,"DES Area, Production & Yield Query Report"
Telangana,Medak,2014,2014 - 2015,Whole Year,All Crops,110893.0,363084.0,3.27,"DES Area, Production & Yield Query Report"
Telangana,Medak,2015,2015 - 2016,Whole Year,All Crops,84171.0,239779.0,2.85,"DES Area, Production & Yield Query Report"
Telangana,Medak,2016,2016 - 2017,Whole Year,All Crops,77219.0,284970.0,3.69,"DES Area, Production & Yield Query Report"
Telangana,Medak,2017,2017 - 2018,Whole Year,All Crops,77541.0,241337.0,3.11,"DES Area, Production & Yield Query Report"
Telangana,Medak,2018,2018 - 2019,Whole Year,All Crops,43150.0,146955.0,3.41,"DES Area, Production & Yield Query Report"
Telangana,Medak,2019,2019 - 2020,Whole Year,All Crops,80081.0,330580.0,4.13,"DES Area, Production & Yield Query Report"
Telangana,Medak,2020,2020 - 2021,Whole Year,All Crops,148146.0,548409.0,3.7,"DES Area, Production & Yield Query Report"
Telangana,Medak,2021,2021 - 2022,Whole Year,All Crops,161341.0,605051.0,3.75,"DES Area, Production & Yield Query Report"
Telangana,Medak,2022,2022 - 2023,Whole Year,All Crops,224666.0,785776.0,3.5,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2016,2016 - 2017,Whole Year,All Crops,6429.0,22592.0,3.51,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2017,2017 - 2018,Whole Year,All Crops,9396.0,33903.0,3.61,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2018,2018 - 2019,Whole Year,All Crops,6734.0,25841.0,3.84,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2019,2019 - 2020,Whole Year,All Crops,9016.0,33551.0,3.72,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2020,2020 - 2021,Whole Year,All Crops,11976.0,39917.0,3.33,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2021,2021 - 2022,Whole Year,All Crops,9453.0,33944.0,3.59,"DES Area, Production & Yield Query Report"
Telangana,Medchal,2022,2022 - 2023,Whole Year,All Crops,13028.0,49878.0,3.83,"DES Area, Production & Yield Query Report"
Telangana,Mulugu,2018,2018 - 2019,Whole Year,All Crops,49296.0,175413.0,3.56,"DES Area, Production & Yield Query Report"
Telangana,Mulugu,2019,2019 - 2020,Whole Year,All Crops,54402.0,192688.0,3.54,"DES Area, Production & Yield Query Report"
Telangana,Mulugu,2020,2020 - 2021,Whole Year,All Crops,62399.0,189071.0,3.03,"DES Area, Production & Yield Query Report"
Telangana,Mulugu,2021,2021 - 2022,Whole Year,All Crops,51517.0,154587.0,3.0,"DES Area, Production & Yield Query Report"
Telangana,Mulugu,2022,2022 - 2023,Whole Year,All Crops,60282.0,189052.0,3.14,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2016,2016 - 2017,Whole Year,All Crops,19209.0,48325.0,2.52,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2017,2017 - 2018,Whole Year,All Crops,25906.0,73991.0,2.86,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2018,2018 - 2019,Whole Year,All Crops,32550.0,82098.0,2.52,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2019,2019 - 2020,Whole Year,All Crops,60390.0,205727.0,3.41,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2020,2020 - 2021,Whole Year,All Crops,99655.0,307843.0,3.09,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2021,2021 - 2022,Whole Year,All Crops,75035.0,228119.0,3.04,"DES Area, Production & Yield Query Report"
Telangana,Nagarkurnool,2022,2022 - 2023,Whole Year,All Crops,112760.0,383727.0,3.4,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2013,2013 - 2014,Whole Year,All Crops,393743.0,1205285.0,3.06,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2014,2014 - 2015,Whole Year,All Crops,323375.0,1041359.0,3.22,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2015,2015 - 2016,Whole Year,All Crops,212730.0,620453.0,2.92,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2016,2016 - 2017,Whole Year,All Crops,137550.0,474867.0,3.45,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2017,2017 - 2018,Whole Year,All Crops,160735.0,477884.0,2.97,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2018,2018 - 2019,Whole Year,All Crops,179755.0,574358.0,3.2,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2019,2019 - 2020,Whole Year,All Crops,277871.0,957186.0,3.44,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2020,2020 - 2021,Whole Year,All Crops,345953.0,1220314.0,3.53,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2021,2021 - 2022,Whole Year,All Crops,362236.0,1209455.0,3.34,"DES Area, Production & Yield Query Report"
Telangana,Nalgonda,2022,2022 - 2023,Whole Year,All Crops,429354.0,1521865.0,3.54,"DES Area, Production & Yield Query Report"
Telangana,Narayanapet,2018,2018 - 2019,Whole Year,All Crops,30521.0,76088.0,2.49,"DES Area, Production & Yield Query Report"
Telangana,Narayanapet,2019,2019 - 2020,Whole Year,All Crops,59998.0,195301.0,3.26,"DES Area, Production & Yield Query Report"
Telangana,Narayanapet,2020,2020 - 2021,Whole Year,All Crops,80798.0,261165.0,3.23,"DES Area, Production & Yield Query Report"
Telangana,Narayanapet,2021,2021 - 2022,Whole Year,All Crops,79096.0,259056.0,3.28,"DES Area, Production & Yield Query Report"
Telangana,Narayanapet,2022,2022 - 2023,Whole Year,All Crops,120920.0,405414.0,3.35,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2016,2016 - 2017,Whole Year,All Crops,37593.0,115598.0,3.07,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2017,2017 - 2018,Whole Year,All Crops,36190.0,107691.0,2.98,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2018,2018 - 2019,Whole Year,All Crops,43343.0,143956.0,3.32,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2019,2019 - 2020,Whole Year,All Crops,79462.0,298989.0,3.76,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2020,2020 - 2021,Whole Year,All Crops,81477.0,278746.0,3.42,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2021,2021 - 2022,Whole Year,All Crops,70938.0,236713.0,3.34,"DES Area, Production & Yield Query Report"
Telangana,Nirmal,2022,2022 - 2023,Whole Year,All Crops,94498.0,313667.0,3.32,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2013,2013 - 2014,Whole Year,All Crops,260812.0,1044192.0,4.0,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2014,2014 - 2015,Whole Year,All Crops,169272.0,620525.0,3.67,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2015,2015 - 2016,Whole Year,All Crops,98029.0,262787.0,2.68,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2016,2016 - 2017,Whole Year,All Crops,186022.0,755076.0,4.06,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2017,2017 - 2018,Whole Year,All Crops,173281.0,653761.0,3.77,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2018,2018 - 2019,Whole Year,All Crops,168354.0,691659.0,4.11,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2019,2019 - 2020,Whole Year,All Crops,273891.0,1121505.0,4.09,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2020,2020 - 2021,Whole Year,All Crops,311839.0,1211752.0,3.89,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2021,2021 - 2022,Whole Year,All Crops,293740.0,1139369.0,3.88,"DES Area, Production & Yield Query Report"
Telangana,Nizamabad,2022,2022 - 2023,Whole Year,All Crops,331040.0,1305515.0,3.94,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2016,2016 - 2017,Whole Year,All Crops,96439.0,399210.0,4.14,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2017,2017 - 2018,Whole Year,All Crops,88665.0,303881.0,3.43,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2018,2018 - 2019,Whole Year,All Crops,98117.0,388119.0,3.96,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2019,2019 - 2020,Whole Year,All Crops,155927.0,616848.0,3.96,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2020,2020 - 2021,Whole Year,All Crops,162961.0,567042.0,3.48,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2021,2021 - 2022,Whole Year,All Crops,153105.0,510204.0,3.33,"DES Area, Production & Yield Query Report"
Telangana,Peddapalli,2022,2022 - 2023,Whole Year,All Crops,170600.0,624819.0,3.66,"DES Area, Production & Yield Query Report"
Telangana,Rajanna,2016,2016 - 2017,Whole Year,All Crops,54266.0,212740.0,3.92,"DES Area, Production & Yield Query Report"
Telangana,Rajanna,2017,2017 - 2018,Whole Year,All Crops,45625.0,144575.0,3.17,"DES Area, Production & Yield Query Report"
Telangana,Rajanna,2018,2018 - 2019,Whole Year,All Crops,42001.0,152056.0,3.62,"DES Area, Production & Yield Query Report"
Telangana,Rajanna,2019,2019 - 2020,Whole Year,All Crops,94569.0,389479.0,4.12,"DES Area, Production & Yield Query Report"
Telangana,Rajanna,2020,2020 - 2021,Whole Year,All Crops,127873.0,454680.0,3.56,"DES Area, Production & Yield Query Report"
Telangana,Rajanna,2021,2021 - 2022,Whole Year,All Crops,118247.0,459997.0,3.89,"DES Area, Production & Yield Query Report"
