State,District,Year,ReportingYear,Season,Crop,Area,Production,ReportedYieldTonnesPerHectare,CropDataSource
Bihar,Siwan,2015,2015 - 2016,Whole Year,All Crops,90957.0,143477.0,1.58,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2016,2016 - 2017,Whole Year,All Crops,90484.0,177471.0,1.96,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2017,2017 - 2018,Whole Year,All Crops,91003.0,151297.0,1.66,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2018,2018 - 2019,Whole Year,All Crops,90998.0,64521.0,0.71,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2019,2019 - 2020,Whole Year,All Crops,78078.0,137634.0,1.76,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2020,2020 - 2021,Whole Year,All Crops,90998.0,106275.0,1.17,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2021,2021 - 2022,Whole Year,All Crops,90998.0,172186.0,1.89,"DES Area, Production & Yield Query Report"
Bihar,Siwan,2022,2022 - 2023,Whole Year,All Crops,90999.0,222519.0,2.45,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2013,2013 - 2014,Whole Year,All Crops,98432.0,167849.0,1.71,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2014,2014 - 2015,Whole Year,All Crops,112077.0,200960.0,1.79,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2015,2015 - 2016,Whole Year,All Crops,99193.0,188006.0,1.9,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2016,2016 - 2017,Whole Year,All Crops,104630.0,203084.0,1.94,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2017,2017 - 2018,Whole Year,All Crops,101312.0,159451.0,1.57,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2018,2018 - 2019,Whole Year,All Crops,103354.0,201728.0,1.95,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2019,2019 - 2020,Whole Year,All Crops,103491.0,179300.0,1.73,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2020,2020 - 2021,Whole Year,All Crops,98192.0,140200.0,1.43,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2021,2021 - 2022,Whole Year,All Crops,108503.0,239706.0,2.21,"DES Area, Production & Yield Query Report"
Bihar,Supaul,2022,2022 - 2023,Whole Year,All Crops,107874.0,271891.0,2.52,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2013,2013 - 2014,Whole Year,All Crops,40213.0,58660.0,1.46,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2014,2014 - 2015,Whole Year,All Crops,46184.0,98248.0,2.13,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2015,2015 - 2016,Whole Year,All Crops,43719.0,44578.0,1.02,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2016,2016 - 2017,Whole Year,All Crops,39616.0,85896.0,2.17,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2017,2017 - 2018,Whole Year,All Crops,42030.0,89261.0,2.12,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2018,2018 - 2019,Whole Year,All Crops,40881.0,45873.0,1.12,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2019,2019 - 2020,Whole Year,All Crops,40225.0,72714.0,1.81,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2020,2020 - 2021,Whole Year,All Crops,39734.0,75325.0,1.9,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2021,2021 - 2022,Whole Year,All Crops,35386.0,57223.0,1.62,"DES Area, Production & Yield Query Report"
Bihar,Vaishali,2022,2022 - 2023,Whole Year,All Crops,38858.0,89362.0,2.3,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2013,2013 - 2014,Whole Year,All Crops,20.0,106.0,5.3,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2014,2014 - 2015,Whole Year,All Crops,20.0,100.0,5.0,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2015,2015 - 2016,Whole Year,All Crops,20.0,103.0,5.15,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2016,2016 - 2017,Whole Year,All Crops,8.0,42.0,5.25,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2017,2017 - 2018,Whole Year,All Crops,10.0,55.0,5.5,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2018,2018 - 2019,Whole Year,All Crops,10.0,53.0,5.3,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2019,2019 - 2020,Whole Year,All Crops,80.0,440.0,5.5,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2020,2020 - 2021,Whole Year,All Crops,82.0,451.0,5.5,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2021,2021 - 2022,Whole Year,All Crops,82.0,451.0,5.5,"DES Area, Production & Yield Query Report"
Chandigarh,Chandigarh,2022,2022 - 2023,Whole Year,All Crops,84.0,462.0,5.5,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2013,2013 - 2014,Whole Year,All Crops,181677.0,291899.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2014,2014 - 2015,Whole Year,All Crops,183795.0,348670.0,1.9,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2015,2015 - 2016,Whole Year,All Crops,179085.0,194925.0,1.09,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2016,2016 - 2017,Whole Year,All Crops,191042.0,448458.0,2.35,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2017,2017 - 2018,Whole Year,All Crops,174962.0,241672.0,1.38,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2018,2018 - 2019,Whole Year,All Crops,185448.0,300866.0,1.62,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2019,2019 - 2020,Whole Year,All Crops,201908.0,435947.0,2.16,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2020,2020 - 2021,Whole Year,All Crops,208479.0,674632.0,3.24,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2021,2021 - 2022,Whole Year,All Crops,194131.0,585238.0,3.01,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balod,2022,2022 - 2023,Whole Year,All Crops,193620.0,582628.0,3.01,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2013,2013 - 2014,Whole Year,All Crops,223120.0,324941.0,1.46,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2014,2014 - 2015,Whole Year,All Crops,238360.0,383684.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2015,2015 - 2016,Whole Year,All Crops,239456.0,339816.0,1.42,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2016,2016 - 2017,Whole Year,All Crops,225526.0,412515.0,1.83,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2017,2017 - 2018,Whole Year,All Crops,225580.0,279965.0,1.24,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2018,2018 - 2019,Whole Year,All Crops,232934.0,308961.0,1.33,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2019,2019 - 2020,Whole Year,All Crops,235090.0,396497.0,1.69,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2020,2020 - 2021,Whole Year,All Crops,238962.0,631463.0,2.64,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2021,2021 - 2022,Whole Year,All Crops,243319.0,623838.0,2.56,"DES Area, Production & Yield Query Report"
Chhattisgarh,Baloda bazar,2022,2022 - 2023,Whole Year,All Crops,203076.0,547114.0,2.69,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2013,2013 - 2014,Whole Year,All Crops,76789.0,128716.0,1.68,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2014,2014 - 2015,Whole Year,All Crops,84190.0,153462.0,1.82,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2015,2015 - 2016,Whole Year,All Crops,81513.0,91752.0,1.13,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2016,2016 - 2017,Whole Year,All Crops,82595.0,151622.0,1.84,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2017,2017 - 2018,Whole Year,All Crops,83696.0,127530.0,1.52,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2018,2018 - 2019,Whole Year,All Crops,86628.0,130620.0,1.51,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2019,2019 - 2020,Whole Year,All Crops,88605.0,150494.0,1.7,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2020,2020 - 2021,Whole Year,All Crops,91449.0,173127.0,1.89,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2021,2021 - 2022,Whole Year,All Crops,95488.0,211036.0,2.21,"DES Area, Production & Yield Query Report"
Chhattisgarh,Balrampur,2022,2022 - 2023,Whole Year,All Crops,88977.0,224085.0,2.52,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2013,2013 - 2014,Whole Year,All Crops,137727.0,229306.0,1.66,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2014,2014 - 2015,Whole Year,All Crops,132393.0,241480.0,1.82,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2015,2015 - 2016,Whole Year,All Crops,130042.0,107189.0,0.82,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2016,2016 - 2017,Whole Year,All Crops,132012.0,276821.0,2.1,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2017,2017 - 2018,Whole Year,All Crops,131766.0,173933.0,1.32,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2018,2018 - 2019,Whole Year,All Crops,131543.0,214670.0,1.63,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2019,2019 - 2020,Whole Year,All Crops,129171.0,251023.0,1.94,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2020,2020 - 2021,Whole Year,All Crops,128069.0,210583.0,1.64,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2021,2021 - 2022,Whole Year,All Crops,127858.0,186190.0,1.46,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bastar,2022,2022 - 2023,Whole Year,All Crops,127553.0,312702.0,2.45,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2013,2013 - 2014,Whole Year,All Crops,156979.0,231018.0,1.47,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2014,2014 - 2015,Whole Year,All Crops,160884.0,274799.0,1.71,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2015,2015 - 2016,Whole Year,All Crops,164954.0,236808.0,1.44,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2016,2016 - 2017,Whole Year,All Crops,168615.0,310317.0,1.84,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2017,2017 - 2018,Whole Year,All Crops,169282.0,178631.0,1.06,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2018,2018 - 2019,Whole Year,All Crops,180701.0,243813.0,1.35,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2019,2019 - 2020,Whole Year,All Crops,186446.0,317814.0,1.7,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2020,2020 - 2021,Whole Year,All Crops,207588.0,501549.0,2.42,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2021,2021 - 2022,Whole Year,All Crops,211353.0,534138.0,2.53,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bemetara,2022,2022 - 2023,Whole Year,All Crops,215159.0,708351.0,3.29,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2013,2013 - 2014,Whole Year,All Crops,61635.0,99211.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2014,2014 - 2015,Whole Year,All Crops,61565.0,115289.0,1.87,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2015,2015 - 2016,Whole Year,All Crops,59488.0,55641.0,0.94,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2016,2016 - 2017,Whole Year,All Crops,61298.0,108621.0,1.77,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2017,2017 - 2018,Whole Year,All Crops,62155.0,81582.0,1.31,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2018,2018 - 2019,Whole Year,All Crops,63255.0,85845.0,1.36,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2019,2019 - 2020,Whole Year,All Crops,67485.0,109753.0,1.63,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2020,2020 - 2021,Whole Year,All Crops,73837.0,123220.0,1.67,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2021,2021 - 2022,Whole Year,All Crops,78801.0,114929.0,1.46,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bijapur,2022,2022 - 2023,Whole Year,All Crops,83166.0,190500.0,2.29,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2013,2013 - 2014,Whole Year,All Crops,222487.0,459300.0,2.06,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2014,2014 - 2015,Whole Year,All Crops,227579.0,456491.0,2.01,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2015,2015 - 2016,Whole Year,All Crops,224534.0,261092.0,1.16,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2016,2016 - 2017,Whole Year,All Crops,219092.0,515658.0,2.35,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2017,2017 - 2018,Whole Year,All Crops,217583.0,245060.0,1.13,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2018,2018 - 2019,Whole Year,All Crops,225344.0,421077.0,1.87,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2019,2019 - 2020,Whole Year,All Crops,181167.0,397277.0,2.19,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2020,2020 - 2021,Whole Year,All Crops,185962.0,485705.0,2.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2021,2021 - 2022,Whole Year,All Crops,185740.0,471107.0,2.54,"DES Area, Production & Yield Query Report"
Chhattisgarh,Bilaspur,2022,2022 - 2023,Whole Year,All Crops,182696.0,619212.0,3.39,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2013,2013 - 2014,Whole Year,All Crops,68153.0,112922.0,1.66,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2014,2014 - 2015,Whole Year,All Crops,70366.0,131262.0,1.87,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2015,2015 - 2016,Whole Year,All Crops,69860.0,50299.0,0.72,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2016,2016 - 2017,Whole Year,All Crops,70855.0,118688.0,1.68,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2017,2017 - 2018,Whole Year,All Crops,70688.0,52224.0,0.74,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2018,2018 - 2019,Whole Year,All Crops,70867.0,91855.0,1.3,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2019,2019 - 2020,Whole Year,All Crops,71002.0,109893.0,1.55,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2020,2020 - 2021,Whole Year,All Crops,71518.0,110049.0,1.54,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2021,2021 - 2022,Whole Year,All Crops,71200.0,101916.0,1.43,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dantewada,2022,2022 - 2023,Whole Year,All Crops,70549.0,140290.0,1.99,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2013,2013 - 2014,Whole Year,All Crops,194750.0,436199.0,2.24,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2014,2014 - 2015,Whole Year,All Crops,198148.0,620402.0,3.13,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2015,2015 - 2016,Whole Year,All Crops,173361.0,314275.0,1.81,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2016,2016 - 2017,Whole Year,All Crops,183504.0,603476.0,3.29,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2017,2017 - 2018,Whole Year,All Crops,144868.0,311175.0,2.15,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2018,2018 - 2019,Whole Year,All Crops,178763.0,433106.0,2.42,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2019,2019 - 2020,Whole Year,All Crops,188678.0,603600.0,3.2,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2020,2020 - 2021,Whole Year,All Crops,195589.0,604843.0,3.09,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2021,2021 - 2022,Whole Year,All Crops,183228.0,503439.0,2.75,"DES Area, Production & Yield Query Report"
Chhattisgarh,Dhamtari,2022,2022 - 2023,Whole Year,All Crops,183208.0,598203.0,3.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2013,2013 - 2014,Whole Year,All Crops,130671.0,253696.0,1.94,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2014,2014 - 2015,Whole Year,All Crops,130467.0,242048.0,1.86,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2015,2015 - 2016,Whole Year,All Crops,129503.0,173853.0,1.34,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2016,2016 - 2017,Whole Year,All Crops,134177.0,397480.0,2.96,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2017,2017 - 2018,Whole Year,All Crops,126836.0,173187.0,1.37,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2018,2018 - 2019,Whole Year,All Crops,137558.0,289006.0,2.1,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2019,2019 - 2020,Whole Year,All Crops,139109.0,379937.0,2.73,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2020,2020 - 2021,Whole Year,All Crops,145496.0,360014.0,2.47,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2021,2021 - 2022,Whole Year,All Crops,142153.0,329279.0,2.32,"DES Area, Production & Yield Query Report"
Chhattisgarh,Durg,2022,2022 - 2023,Whole Year,All Crops,139432.0,398262.0,2.86,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2013,2013 - 2014,Whole Year,All Crops,134290.0,198730.0,1.48,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2014,2014 - 2015,Whole Year,All Crops,139889.0,237276.0,1.7,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2015,2015 - 2016,Whole Year,All Crops,137037.0,102643.0,0.75,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2016,2016 - 2017,Whole Year,All Crops,138446.0,329943.0,2.38,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2017,2017 - 2018,Whole Year,All Crops,145003.0,193055.0,1.33,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2018,2018 - 2019,Whole Year,All Crops,146599.0,234778.0,1.6,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2019,2019 - 2020,Whole Year,All Crops,141095.0,311834.0,2.21,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2020,2020 - 2021,Whole Year,All Crops,145800.0,311582.0,2.14,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2021,2021 - 2022,Whole Year,All Crops,145319.0,272430.0,1.87,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gariyaband,2022,2022 - 2023,Whole Year,All Crops,144374.0,375024.0,2.6,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gaurella-pendra-marwahi,2019,2019 - 2020,Whole Year,All Crops,59718.0,123381.0,2.07,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gaurella-pendra-marwahi,2020,2020 - 2021,Whole Year,All Crops,60901.0,77356.0,1.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gaurella-pendra-marwahi,2021,2021 - 2022,Whole Year,All Crops,59047.0,143522.0,2.43,"DES Area, Production & Yield Query Report"
Chhattisgarh,Gaurella-pendra-marwahi,2022,2022 - 2023,Whole Year,All Crops,60920.0,223073.0,3.66,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2013,2013 - 2014,Whole Year,All Crops,257816.0,742522.0,2.88,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2014,2014 - 2015,Whole Year,All Crops,253667.0,802349.0,3.16,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2015,2015 - 2016,Whole Year,All Crops,253832.0,716366.0,2.82,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2016,2016 - 2017,Whole Year,All Crops,254371.0,834223.0,3.28,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2017,2017 - 2018,Whole Year,All Crops,254651.0,680566.0,2.67,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2018,2018 - 2019,Whole Year,All Crops,261169.0,597932.0,2.29,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2019,2019 - 2020,Whole Year,All Crops,262439.0,787702.0,3.0,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2020,2020 - 2021,Whole Year,All Crops,282383.0,569461.0,2.02,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2021,2021 - 2022,Whole Year,All Crops,283850.0,857623.0,3.02,"DES Area, Production & Yield Query Report"
Chhattisgarh,Janjgir-champa,2022,2022 - 2023,Whole Year,All Crops,155463.0,493337.0,3.17,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2013,2013 - 2014,Whole Year,All Crops,180506.0,277510.0,1.54,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2014,2014 - 2015,Whole Year,All Crops,180700.0,290404.0,1.61,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2015,2015 - 2016,Whole Year,All Crops,180626.0,162391.0,0.9,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2016,2016 - 2017,Whole Year,All Crops,181149.0,203388.0,1.12,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2017,2017 - 2018,Whole Year,All Crops,183914.0,215537.0,1.17,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2018,2018 - 2019,Whole Year,All Crops,184319.0,159508.0,0.87,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2019,2019 - 2020,Whole Year,All Crops,184271.0,191219.0,1.04,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2020,2020 - 2021,Whole Year,All Crops,185802.0,278425.0,1.5,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2021,2021 - 2022,Whole Year,All Crops,186144.0,211996.0,1.14,"DES Area, Production & Yield Query Report"
Chhattisgarh,Jashpur,2022,2022 - 2023,Whole Year,All Crops,170756.0,287493.0,1.68,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2013,2013 - 2014,Whole Year,All Crops,96026.0,127776.0,1.33,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2014,2014 - 2015,Whole Year,All Crops,102157.0,138630.0,1.36,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2015,2015 - 2016,Whole Year,All Crops,106327.0,106583.0,1.0,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2016,2016 - 2017,Whole Year,All Crops,105359.0,134788.0,1.28,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2017,2017 - 2018,Whole Year,All Crops,106660.0,115200.0,1.08,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2018,2018 - 2019,Whole Year,All Crops,114013.0,118982.0,1.04,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2019,2019 - 2020,Whole Year,All Crops,132955.0,168685.0,1.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2020,2020 - 2021,Whole Year,All Crops,132777.0,164021.0,1.24,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2021,2021 - 2022,Whole Year,All Crops,133626.0,171824.0,1.29,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kabirdham,2022,2022 - 2023,Whole Year,All Crops,133437.0,284508.0,2.13,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2013,2013 - 2014,Whole Year,All Crops,177529.0,431585.0,2.43,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2014,2014 - 2015,Whole Year,All Crops,178689.0,477197.0,2.67,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2015,2015 - 2016,Whole Year,All Crops,180184.0,219846.0,1.22,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2016,2016 - 2017,Whole Year,All Crops,181719.0,424052.0,2.33,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2017,2017 - 2018,Whole Year,All Crops,181645.0,231439.0,1.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2018,2018 - 2019,Whole Year,All Crops,189122.0,277742.0,1.47,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2019,2019 - 2020,Whole Year,All Crops,195941.0,427906.0,2.18,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2020,2020 - 2021,Whole Year,All Crops,181961.0,377337.0,2.07,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2021,2021 - 2022,Whole Year,All Crops,182160.0,286207.0,1.57,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kanker,2022,2022 - 2023,Whole Year,All Crops,187210.0,529577.0,2.83,"DES Area, Production & Yield Query Report"
Chhattisgarh,Khairgarh chhuikhadan gandai,2022,2022 - 2023,Whole Year,All Crops,86164.0,166721.0,1.93,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2013,2013 - 2014,Whole Year,All Crops,100277.0,181999.0,1.81,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2014,2014 - 2015,Whole Year,All Crops,100383.0,193520.0,1.93,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2015,2015 - 2016,Whole Year,All Crops,99448.0,110191.0,1.11,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2016,2016 - 2017,Whole Year,All Crops,104768.0,183987.0,1.76,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2017,2017 - 2018,Whole Year,All Crops,105481.0,119670.0,1.13,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2018,2018 - 2019,Whole Year,All Crops,106490.0,144674.0,1.36,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2019,2019 - 2020,Whole Year,All Crops,108703.0,176985.0,1.63,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2020,2020 - 2021,Whole Year,All Crops,109870.0,149540.0,1.36,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2021,2021 - 2022,Whole Year,All Crops,111686.0,142187.0,1.27,"DES Area, Production & Yield Query Report"
Chhattisgarh,Kondagaon,2022,2022 - 2023,Whole Year,All Crops,113779.0,242443.0,2.13,"DES Area, Production & Yield Query Report"
